Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
is_force_cancelled,Boolean flag indicating is force cancelled.,"analytics_insight.Ordernhm_new.""is_force_cancelled""",analytics_insight.Ordernhm_new,
PTAT_Threshold,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new.""PTAT_Threshold""",analytics_insight.Ordernhm_new,
order_with_atleast_one_issue,Timestamp or date indicating when order with atleast one issue occurred.,"analytics_insight.Ordernhm_new.""order_with_atleast_one_issue""",analytics_insight.Ordernhm_new,
"▼ Ordernhm_new_final   (view, 43 cols)",,,analytics_insight.Ordernhm_new_final,"WITH base_igm AS (
         SELECT retail_order_igm.network_order_id,
            min(retail_order_igm.ticket_created_date) AS first_issue_creation_date,
            sum(retail_order_igm.""ticket count"") AS ticket_count
           FROM analytics_insight.retail_order_igm
          WHERE
                CASE
                    WHEN retail_order_igm.issue_sync_response = 'NACK'::text OR TRIM(BOTH FROM retail_order_igm.on_issue_error_code) <> ''::text OR retail_order_igm.on_issue_error_code IS NOT NULL THEN 1
                    ELSE 0
                END = 0
          GROUP BY retail_order_igm.network_order_id
        )
 SELECT ol.""Buyer NP"",
    ol.""Seller NP"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN ol.""Network order id""
            ELSE NULL::character varying
        END AS ""Network order id"",
    lower((ol.""Seller NP""::text || '_'::text) || ol.""Provider Id""::text) AS ""provider key"",
    ol.""Provider Id"",
    ol.""Seller Name"",
    ol.""Seller Pincode"",
    ol.""Delivery Pincode"",
    ol.cancellation_code,
    date_trunc('minute'::text, ol.""Created at"") AS ""Created at"",
    ol.""Date"",
        CASE
            WHEN (EXISTS ( SELECT 1
               FROM logistics.linked_order_id lo
              WHERE ol.""Network order id""::text = lo.retail_order_id::text)) THEN 'On Network'::text
            ELSE 'Off Network'::text
        END AS logistics_type,
    ol.domain,
    ol.""on-time-del"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.""Shipped at"")
            ELSE NULL::timestamp without time zone
        END AS ""Shipped at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.""Ready to Ship"")
            ELSE NULL::timestamp without time zone
        END AS ""Ready to Ship"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_agent_assigned_at)
            ELSE NULL::timestamp without time zone
        END AS ""agent assigned at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_initiated_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto initiated at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_delivered_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto delivered at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_requested_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto requested at"",
    date_trunc('minute'::text, ol.""Promised time"") AS ""Promised time"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN EXTRACT(epoch FROM CURRENT_DATE::timestamp without time zone - ol.""Promised time"")::bigint::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Promised time"")::bigint::double precision
            ELSE ol.tat_dif
        END AS tat_dif,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (CURRENT_DATE - ol.""Promised time""::date)::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (ol.""Updated at""::date - ol.""Promised time""::date)::double precision
            ELSE ol.tat_diff_days
        END AS tat_diff_days,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (CURRENT_DATE - ol.""Created at""::date)::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (ol.""Updated at""::date - ol.""Created at""::date)::double precision
            ELSE ol.day_diff
        END AS day_diff,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (EXTRACT(epoch FROM CURRENT_DATE::timestamp without time zone - ol.""Created at"") / 60::numeric)::integer::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (EXTRACT(epoch FROM ol.""Updated at"" - ol.""Created at"") / 60::numeric)::integer::double precision
            ELSE ol.min_diff
        END AS min_diff,
    ol.tat_time,
    ol.no_key,
    ol.""ONDC order_status"",
    date_trunc('minute'::text, ol.""Updated at"") AS ""Updated at"",
    ol.""Category"",
    ol.""Consolidated_category"",
        CASE
            WHEN ol.""Category""::text = 'F&B'::text THEN 'F&B'::text
            WHEN (EXISTS ( SELECT 1
               FROM dimension.dim_provider_cred pc
              WHERE pc.provider_key = lower((ol.""Seller NP""::text || '_'::text) || ol.""Provider Id""::text))) THEN 'Amazing India'::text
            WHEN ol.""Category""::text = ANY (ARRAY['Grocery'::text, 'Appliances'::text, 'BPC'::text, 'Fashion'::text, 'Health & Wellness'::text, 'Home & Kitchen'::text, 'Electronics'::text]) THEN 'RET+'::text
            ELSE 'Others'::text
        END AS aop_category,
    date_trunc('minute'::text, ol.c_context_timestamp) AS c_context_timestamp,
    ol.is_force_cancelled,
        CASE
            WHEN (ol.""Promised time"" - ol.""Created at"") >= '24:00:00'::interval THEN '>=24'::text
            WHEN (ol.""Promised time"" - ol.""Created at"") < '24:00:00'::interval THEN '<24'::text
            ELSE 'Undefined'::text
        END AS ""PTAT_Threshold"",
    b.ticket_count AS total_issues_raised,
    date_trunc('minute'::text, b.first_issue_creation_date) AS first_issue_creation_date,
        CASE
            WHEN ol.""Updated at"" > ol.""Promised time"" THEN 1
            ELSE 0
        END AS absolute_breach,
        CASE
            WHEN CURRENT_DATE > ol.""Promised time""::date THEN 1
            ELSE 0
        END AS is_pat_breached,
        CASE
            WHEN CURRENT_DATE::timestamp without time zone > ol.""Promised time"" THEN 1
            ELSE 0
        END AS is_promised_time_breached,
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, COALESCE(ol.""Ready to Ship"", ol.""Shipped at"",
            CASE
                WHEN ol.""ONDC order_status""::text = 'Delivered'::text THEN ol.""Updated at""
                ELSE NULL::timestamp without time zone
            END))
            ELSE NULL::timestamp without time zone
        END AS ""Ready to Ship Filled"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, COALESCE(ol.f_agent_assigned_at, ol.""Shipped at"",
            CASE
                WHEN ol.""ONDC order_status""::text = 'Delivered'::text THEN ol.""Updated at""
                ELSE NULL::timestamp without time zone
            END))
            ELSE NULL::timestamp without time zone
        END AS ""agent assigned at Filled"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, COALESCE(ol.""Shipped at"",
            CASE
                WHEN ol.""ONDC order_status""::text = 'Delivered'::text THEN ol.""Updated at""
                ELSE NULL::timestamp without time zone
            END))
            ELSE NULL::timestamp without time zone
        END AS ""Shipped at Filled""
   FROM analytics_insight.order_level ol
     LEFT JOIN base_igm b ON ol.""Network order id""::text = b.network_order_id
  WHERE ol.""Date"" >= '2026-01-01'::date;"
Buyer NP,Data representing the buyer np.,"analytics_insight.Ordernhm_new_final.""Buyer NP""",analytics_insight.Ordernhm_new_final,
Seller NP,Data representing the seller np.,"analytics_insight.Ordernhm_new_final.""Seller NP""",analytics_insight.Ordernhm_new_final,
Network order id,Data representing the network order id.,"analytics_insight.Ordernhm_new_final.""Network order id""",analytics_insight.Ordernhm_new_final,
provider key,Unique identifier for provider key.,"analytics_insight.Ordernhm_new_final.""provider key""",analytics_insight.Ordernhm_new_final,
Provider Id,Unique identifier for the provider.,"analytics_insight.Ordernhm_new_final.""Provider Id""",analytics_insight.Ordernhm_new_final,
Seller Name,Name of the seller.,"analytics_insight.Ordernhm_new_final.""Seller Name""",analytics_insight.Ordernhm_new_final,
Seller Pincode,Indian postal code (pincode).,"analytics_insight.Ordernhm_new_final.""Seller Pincode""",analytics_insight.Ordernhm_new_final,
Delivery Pincode,Indian postal code (pincode).,"analytics_insight.Ordernhm_new_final.""Delivery Pincode""",analytics_insight.Ordernhm_new_final,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"analytics_insight.Ordernhm_new_final.""cancellation_code""",analytics_insight.Ordernhm_new_final,
Created at,Timestamp when the record was created.,"analytics_insight.Ordernhm_new_final.""Created at""",analytics_insight.Ordernhm_new_final,
Date,Timestamp or date indicating when date occurred.,"analytics_insight.Ordernhm_new_final.""Date""",analytics_insight.Ordernhm_new_final,
logistics_type,Data representing the logistics type.,"analytics_insight.Ordernhm_new_final.""logistics_type""",analytics_insight.Ordernhm_new_final,
domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.Ordernhm_new_final.""domain""",analytics_insight.Ordernhm_new_final,
on-time-del,Timestamp or date indicating when on-time-del occurred.,"analytics_insight.Ordernhm_new_final.""on-time-del""",analytics_insight.Ordernhm_new_final,
Shipped at,Timestamp or date indicating when shipped at occurred.,"analytics_insight.Ordernhm_new_final.""Shipped at""",analytics_insight.Ordernhm_new_final,
Ready to Ship,Data representing the ready to ship.,"analytics_insight.Ordernhm_new_final.""Ready to Ship""",analytics_insight.Ordernhm_new_final,
agent assigned at,Timestamp or date indicating when agent assigned at occurred.,"analytics_insight.Ordernhm_new_final.""agent assigned at""",analytics_insight.Ordernhm_new_final,
rto initiated at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_final.""rto initiated at""",analytics_insight.Ordernhm_new_final,
rto delivered at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_final.""rto delivered at""",analytics_insight.Ordernhm_new_final,
rto requested at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_final.""rto requested at""",analytics_insight.Ordernhm_new_final,
Promised time,Timestamp or date indicating when promised time occurred.,"analytics_insight.Ordernhm_new_final.""Promised time""",analytics_insight.Ordernhm_new_final,
tat_dif,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_final.""tat_dif""",analytics_insight.Ordernhm_new_final,
tat_diff_days,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_final.""tat_diff_days""",analytics_insight.Ordernhm_new_final,
day_diff,Data representing the day diff.,"analytics_insight.Ordernhm_new_final.""day_diff""",analytics_insight.Ordernhm_new_final,
min_diff,Data representing the min diff.,"analytics_insight.Ordernhm_new_final.""min_diff""",analytics_insight.Ordernhm_new_final,
tat_time,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_final.""tat_time""",analytics_insight.Ordernhm_new_final,
no_key,Data representing the no key.,"analytics_insight.Ordernhm_new_final.""no_key""",analytics_insight.Ordernhm_new_final,
ONDC order_status,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_final.""ONDC order_status""",analytics_insight.Ordernhm_new_final,
Updated at,Timestamp when the record was last updated.,"analytics_insight.Ordernhm_new_final.""Updated at""",analytics_insight.Ordernhm_new_final,
Category,Timestamp or date indicating when category occurred.,"analytics_insight.Ordernhm_new_final.""Category""",analytics_insight.Ordernhm_new_final,
Consolidated_category,Timestamp or date indicating when consolidated category occurred.,"analytics_insight.Ordernhm_new_final.""Consolidated_category""",analytics_insight.Ordernhm_new_final,
aop_category,Timestamp or date indicating when aop category occurred.,"analytics_insight.Ordernhm_new_final.""aop_category""",analytics_insight.Ordernhm_new_final,
c_context_timestamp,Timestamp or date indicating when c context timestamp occurred.,"analytics_insight.Ordernhm_new_final.""c_context_timestamp""",analytics_insight.Ordernhm_new_final,
is_force_cancelled,Boolean flag indicating is force cancelled.,"analytics_insight.Ordernhm_new_final.""is_force_cancelled""",analytics_insight.Ordernhm_new_final,
PTAT_Threshold,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_final.""PTAT_Threshold""",analytics_insight.Ordernhm_new_final,
total_issues_raised,Data representing the total issues raised.,"analytics_insight.Ordernhm_new_final.""total_issues_raised""",analytics_insight.Ordernhm_new_final,
first_issue_creation_date,Timestamp or date indicating when first issue creation date occurred.,"analytics_insight.Ordernhm_new_final.""first_issue_creation_date""",analytics_insight.Ordernhm_new_final,
absolute_breach,Data representing the absolute breach.,"analytics_insight.Ordernhm_new_final.""absolute_breach""",analytics_insight.Ordernhm_new_final,
is_pat_breached,Timestamp or date indicating when is pat breached occurred.,"analytics_insight.Ordernhm_new_final.""is_pat_breached""",analytics_insight.Ordernhm_new_final,
is_promised_time_breached,Timestamp or date indicating when is promised time breached occurred.,"analytics_insight.Ordernhm_new_final.""is_promised_time_breached""",analytics_insight.Ordernhm_new_final,
Ready to Ship Filled,Data representing the ready to ship filled.,"analytics_insight.Ordernhm_new_final.""Ready to Ship Filled""",analytics_insight.Ordernhm_new_final,
agent assigned at Filled,Timestamp or date indicating when agent assigned at filled occurred.,"analytics_insight.Ordernhm_new_final.""agent assigned at Filled""",analytics_insight.Ordernhm_new_final,
Shipped at Filled,Timestamp or date indicating when shipped at filled occurred.,"analytics_insight.Ordernhm_new_final.""Shipped at Filled""",analytics_insight.Ordernhm_new_final,
"▼ Ordernhm_new_test   (view, 39 cols)",,,analytics_insight.Ordernhm_new_test,"WITH base_igm AS (
         SELECT retail_order_igm.network_order_id,
            min(retail_order_igm.ticket_created_date) AS first_issue_creation_date,
            sum(retail_order_igm.""ticket count"") AS ticket_count
           FROM analytics_insight.retail_order_igm
          WHERE
                CASE
                    WHEN retail_order_igm.issue_sync_response = 'NACK'::text OR TRIM(BOTH FROM retail_order_igm.on_issue_error_code) <> ''::text OR TRIM(BOTH FROM retail_order_igm.on_issue_error_code) IS NOT NULL THEN 1
                    ELSE 0
                END = 0
          GROUP BY retail_order_igm.network_order_id
        )
 SELECT ol.""Buyer NP"",
    ol.""Seller NP"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN ol.""Network order id""
            ELSE NULL::character varying
        END AS ""Network order id"",
    lower((ol.""Seller NP""::text || '_'::text) || ol.""Provider Id""::text) AS ""provider key"",
    ol.""Provider Id"",
    ol.""Seller Name"",
    ol.""Seller Pincode"",
    ol.""Delivery Pincode"",
    ol.cancellation_code,
    date_trunc('minute'::text, ol.""Created at"") AS ""Created at"",
    ol.""Date"",
        CASE
            WHEN (EXISTS ( SELECT 1
               FROM logistics.linked_order_id lo
              WHERE ol.""Network order id""::text = lo.retail_order_id::text)) THEN 'On Network'::text
            ELSE 'Off Network'::text
        END AS logistics_type,
    ol.domain,
    ol.""on-time-del"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.""Shipped at"")
            ELSE NULL::timestamp without time zone
        END AS ""Shipped at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.""Ready to Ship"")
            ELSE NULL::timestamp without time zone
        END AS ""Ready to Ship"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_agent_assigned_at)
            ELSE NULL::timestamp without time zone
        END AS ""agent assigned at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_initiated_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto initiated at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_delivered_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto delivered at"",
        CASE
            WHEN ol.""Date"" >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, ol.f_rto_requested_at)
            ELSE NULL::timestamp without time zone
        END AS ""rto requested at"",
    date_trunc('minute'::text, ol.""Promised time"") AS ""Promised time"",
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN EXTRACT(epoch FROM CURRENT_DATE::timestamp without time zone - ol.""Promised time"")::bigint::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN EXTRACT(epoch FROM ol.""Updated at"" - ol.""Promised time"")::bigint::double precision
            ELSE ol.tat_dif
        END AS tat_dif,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (CURRENT_DATE - ol.""Promised time""::date)::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (ol.""Updated at""::date - ol.""Promised time""::date)::double precision
            ELSE ol.tat_diff_days
        END AS tat_diff_days,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (CURRENT_DATE - ol.""Created at""::date)::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (ol.""Updated at""::date - ol.""Created at""::date)::double precision
            ELSE ol.day_diff
        END AS day_diff,
        CASE
            WHEN ol.""ONDC order_status""::text = 'In Process'::text THEN (EXTRACT(epoch FROM CURRENT_DATE::timestamp without time zone - ol.""Created at"") / 60::numeric)::integer::double precision
            WHEN ol.""ONDC order_status""::text = 'Cancelled'::text THEN (EXTRACT(epoch FROM ol.""Updated at"" - ol.""Created at"") / 60::numeric)::integer::double precision
            ELSE ol.min_diff
        END AS min_diff,
    ol.tat_time,
    ol.no_key,
    ol.""ONDC order_status"",
    date_trunc('minute'::text, ol.""Updated at"") AS ""Updated at"",
    ol.""Category"",
    ol.""Consolidated_category"",
    date_trunc('minute'::text, ol.c_context_timestamp) AS c_context_timestamp,
    ol.is_force_cancelled,
        CASE
            WHEN (ol.""Promised time"" - ol.""Created at"") >= '24:00:00'::interval THEN '>=24'::text
            WHEN (ol.""Promised time"" - ol.""Created at"") < '24:00:00'::interval THEN '<24'::text
            ELSE 'Undefined'::text
        END AS ""PTAT_Threshold"",
    b.ticket_count AS total_issues_raised,
    date_trunc('minute'::text, b.first_issue_creation_date) AS first_issue_creation_date,
        CASE
            WHEN ol.""Updated at"" > ol.""Promised time"" THEN 1
            ELSE 0
        END AS absolute_breach,
        CASE
            WHEN CURRENT_DATE > ol.""Promised time""::date THEN 1
            ELSE 0
        END AS is_pat_breached,
        CASE
            WHEN CURRENT_DATE::timestamp without time zone > ol.""Promised time"" THEN 1
            ELSE 0
        END AS is_promised_time_breached
   FROM analytics_insight.order_level ol
     LEFT JOIN base_igm b ON ol.""Network order id""::text = b.network_order_id
  WHERE ol.""Date"" >= '2026-01-01'::date;"
Buyer NP,Data representing the buyer np.,"analytics_insight.Ordernhm_new_test.""Buyer NP""",analytics_insight.Ordernhm_new_test,
Seller NP,Data representing the seller np.,"analytics_insight.Ordernhm_new_test.""Seller NP""",analytics_insight.Ordernhm_new_test,
Network order id,Data representing the network order id.,"analytics_insight.Ordernhm_new_test.""Network order id""",analytics_insight.Ordernhm_new_test,
provider key,Unique identifier for provider key.,"analytics_insight.Ordernhm_new_test.""provider key""",analytics_insight.Ordernhm_new_test,
Provider Id,Unique identifier for the provider.,"analytics_insight.Ordernhm_new_test.""Provider Id""",analytics_insight.Ordernhm_new_test,
Seller Name,Name of the seller.,"analytics_insight.Ordernhm_new_test.""Seller Name""",analytics_insight.Ordernhm_new_test,
Seller Pincode,Indian postal code (pincode).,"analytics_insight.Ordernhm_new_test.""Seller Pincode""",analytics_insight.Ordernhm_new_test,
Delivery Pincode,Indian postal code (pincode).,"analytics_insight.Ordernhm_new_test.""Delivery Pincode""",analytics_insight.Ordernhm_new_test,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"analytics_insight.Ordernhm_new_test.""cancellation_code""",analytics_insight.Ordernhm_new_test,
Created at,Timestamp when the record was created.,"analytics_insight.Ordernhm_new_test.""Created at""",analytics_insight.Ordernhm_new_test,
Date,Timestamp or date indicating when date occurred.,"analytics_insight.Ordernhm_new_test.""Date""",analytics_insight.Ordernhm_new_test,
logistics_type,Data representing the logistics type.,"analytics_insight.Ordernhm_new_test.""logistics_type""",analytics_insight.Ordernhm_new_test,
domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.Ordernhm_new_test.""domain""",analytics_insight.Ordernhm_new_test,
on-time-del,Timestamp or date indicating when on-time-del occurred.,"analytics_insight.Ordernhm_new_test.""on-time-del""",analytics_insight.Ordernhm_new_test,
Shipped at,Timestamp or date indicating when shipped at occurred.,"analytics_insight.Ordernhm_new_test.""Shipped at""",analytics_insight.Ordernhm_new_test,
Ready to Ship,Data representing the ready to ship.,"analytics_insight.Ordernhm_new_test.""Ready to Ship""",analytics_insight.Ordernhm_new_test,
agent assigned at,Timestamp or date indicating when agent assigned at occurred.,"analytics_insight.Ordernhm_new_test.""agent assigned at""",analytics_insight.Ordernhm_new_test,
rto initiated at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_test.""rto initiated at""",analytics_insight.Ordernhm_new_test,
rto delivered at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_test.""rto delivered at""",analytics_insight.Ordernhm_new_test,
rto requested at,Indicates Return To Origin (RTO) status.,"analytics_insight.Ordernhm_new_test.""rto requested at""",analytics_insight.Ordernhm_new_test,
Promised time,Timestamp or date indicating when promised time occurred.,"analytics_insight.Ordernhm_new_test.""Promised time""",analytics_insight.Ordernhm_new_test,
tat_dif,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_test.""tat_dif""",analytics_insight.Ordernhm_new_test,
tat_diff_days,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_test.""tat_diff_days""",analytics_insight.Ordernhm_new_test,
